"ITEM_SK","TOTAL_REVENUE","BASKETS","DISTINCT_CUSTOMERS","AVERAGE_PRICE"
"11699047","6689.06435","764","286","8.4094337562254"
"11743288","6679.13954","1040","351","6.1954108285164"
"11743836","6665.61991","4999","2189","1.3356536423974"
"11625422","6657.77981","1453","500","4.3742601083964"
"13056659","6623.04987","1481","726","4.0898896758947"
"11698066","6609.39951","1404","650","4.2592406737885"
"11778592","6586.15999","2649","1078","2.2455883087680"
"11742054","6557.83953","1847","757","3.4779176165107"
"13009828","6554.10967","924","272","6.9275296099675"
"11625341","6534.12999","2743","1134","2.2715942552026"
"11828090","6531.06990","1446","840","2.8709890595049"
"11738366","6468.98648","901","391","5.9714391212956"
"11746288","6461.65982","1530","397","3.8609074656414"
"11653271","6453.13000","5942","2798","0.7984366925064"
"11701997","6443.61361","692","277","9.0954371953690"
"11646246","6440.76991","1358","409","4.5847074428466"
"11838636","6410.89988","1475","700","4.1567073642227"
"11686847","6382.14980","1990","817","3.2227551142712"
"13789458","6357.90987","1184","479","5.3266229374472"
"12185943","6307.65408","660","240","7.9697043008836"
"11679922","6302.04972","1872","746","3.3070248762457"
"14332393","6300.60503","684","269","8.3549618704246"
"11697893","6295.32999","1591","745","3.8883249243380"
"11654011","6287.83985","1082","508","5.7024073414352"
"11673426","6284.94981","2096","904","3.0226641642512"
"11673145","6249.08972","1066","408","5.7606358364662"
"11603747","6242.51987","1492","452","3.8696397919463"
"12176852","6239.75805","954","422","6.1418468499475"
"11746245","6188.41999","2660","984","2.2898908535943"
"12787255","6187.89988","1587","680","3.4974291514196"
"11634180","6173.42976","714","243","8.4805273739496"
"14341397","6159.08951","1278","462","4.2543520312171"
"11779280","6145.53996","1822","864","2.9156448902305"
"14211504","6131.27916","1165","436","4.6750096840069"
"11741133","6125.84881","1041","540","5.9217609902913"
"14498036","6111.40948","1051","486","5.5521841626908"
"11603742","6109.18994","1490","456","3.8721415641801"
"11684627","6086.36898","673","434","6.6861021997019"
"14221933","6084.97938","1141","520","4.6510202236842"
"14960105","6079.49974","1311","458","4.2540157318564"
"14340510","6062.28996","1728","629","3.3221076939780"
"11684447","6062.19993","1308","332","4.5140117061974"
"11954858","6054.77994","1327","653","4.2188821759608"
"11701295","6047.47985","2320","688","2.3750726993521"
"15607474","5978.03832","904","400","6.0219303835909"
"15145961","5974.97406","598","343","9.6167351463211"
"11659753","5968.78981","1643","705","2.9829152221373"
"11735563","5955.00404","650","187","8.2260154217463"
"12820692","5940.25919","935","325","5.6471471004296"
"11820821","5912.65724","616","403","7.0191242276423"
"14963277","5908.34996","1127","474","4.8602073955556"
"11746171","5900.05996","1485","453","3.8654888654754"
"13797900","5882.30984","1612","519","3.3672163162522"
"11658157","5870.64000","1634","766","3.2639154411765"
"11681645","5869.71980","1615","284","2.8503442946484"
"13966656","5864.19686","697","345","8.4335350618705"
"11673146","5856.08966","987","305","5.7709879847716"
"11742149","5844.40991","2640","1185","2.1024800452703"
"11742015","5831.79997","3234","1397","1.5618081456001"
"11685064","5798.68992","1379","715","3.5317127785863"
"11659752","5788.60980","1560","694","2.9152400661066"
"11746248","5773.68993","1335","363","4.1820004872468"
"11600729","5766.38998","1193","638","4.6066960975610"
"14570356","5704.48957","934","583","5.6534554137001"
"15231453","5688.19989","2381","743","1.7941691192583"
"11746250","5643.78994","1378","710","3.8705734952727"
"11741211","5621.00994","2427","1012","1.1387732794423"
"11740793","5617.11999","2674","1103","2.0968680955068"
"11746135","5614.90999","1774","720","3.1008610631698"
"11639532","5594.75998","1420","757","3.8412605598592"
"12932699","5578.57935","963","384","5.4077635661121"
"11603104","5564.99853","1136","30","2.8450360811775"
"11699076","5561.42882","992","349","4.5706029663283"
"11660916","5541.96980","1416","671","3.4111220756719"
"11646189","5540.58998","1549","753","3.2404608058786"
"14433430","5539.93964","798","491","6.6621240428212"
"11838637","5532.42963","1206","515","4.2086183596346"
"11659744","5528.19972","1536","744","2.7981877084961"
"11702668","5524.93452","558","343","8.8810283700540"
"11751082","5524.50000","1423","404","3.8775881523272"
"11746294","5504.47984","1351","424","3.8611275203553"
"12785668","5485.77996","2030","1036","2.2860018085764"
"14941740","5478.25999","1500","676","3.3804414698997"
"11751043","5469.77996","3167","492","1.7115753909465"
"11616746","5460.57000","1262","305","4.2763153724247"
"11697782","5425.76984","1140","504","4.5356862093942"
"11630769","5399.17979","1293","666","3.9878218722741"
"11698078","5384.03982","1416","639","3.2075105533527"
"11860771","5373.90980","1376","531","3.4596020966157"
"11676167","5343.62983","908","263","5.7923262568908"
"14543178","5330.16746","582","357","8.9135182173540"
"11746297","5321.45000","1308","350","3.8696480489671"
"14570357","5313.07973","871","570","5.7966318885681"
"12176839","5308.18660","562","347","8.4938086619217"
"11838811","5288.94999","3044","935","1.6045805883564"
"11740898","5253.60999","2352","950","2.2810572963931"
"14082848","5249.81916","850","327","5.6594223674912"
"12788254","5243.54999","1300","687","3.8541795440495"
"11733929","5230.05936","663","281","7.4308682318182"
"13789470","5229.25987","897","350","5.7635495190157"
"12741459","5228.60993","746","291","6.9619436528150"
"11702677","5221.12658","650","380","6.9012396373457"
"11636454","5192.92999","1311","358","3.9348187825421"
"11684344","5168.73985","744","367","6.8464246303763"
"14460576","5162.96849","737","373","6.3678430577446"
"13797915","5155.69999","1345","741","3.8331412163174"
"11745096","5154.96987","516","163","9.8642828197674"
"11741762","5150.58999","1981","907","2.5161806971253"
"12787323","5142.01000","2067","883","2.3909733656174"
"14020974","5137.32995","1425","760","3.5319274631579"
"12932343","5135.85613","584","369","7.5175789022298"
"11753850","5134.10988","1985","633","2.0633258358899"
"11669491","5126.37972","1061","476","4.5277304414542"
"11746969","5096.98966","894","471","5.2595220408735"
"4633195","5088.98971","723","130","7.1078424686192"
"11675202","5079.96958","847","256","5.7544021272189"
"11712706","5056.86999","1344","376","3.6755977157738"
"11684180","5055.38990","1472","366","2.5266689279372"
"11914479","5039.71987","1344","664","3.1021923670768"
"11743560","5021.13910","808","351","6.5038746862745"
"11743040","5017.35992","1073","362","4.5531094216418"
"11735962","5002.06996","1697","672","2.8185613592808"
"13789490","4989.97986","887","239","5.5609942711864"
"11698917","4979.33932","1044","514","4.2271612456877"
"11742573","4971.23991","1747","716","2.7176691407683"
"11823127","4957.46980","944","467","4.7065958338641"
"13035028","4956.97995","707","269","6.9759264144272"
"11746186","4955.29958","926","540","4.5601151765946"
"14255431","4924.17581","499","316","9.1446416252505"
"15306089","4888.65970","931","542","4.8056554784250"
"13881109","4880.69995","1255","596","3.7216666547049"
"11695806","4860.18990","692","250","6.9612010853835"
"11746118","4860.06000","1876","821","2.5849706039551"
"11743286","4856.59994","655","204","7.3688549160305"
"11740690","4854.56995","1135","660","3.9179254902827"
"11742169","4849.36994","3092","1208","1.5966710451698"
"12741439","4832.32983","688","286","6.9381799270073"
"11625340","4825.38000","2001","681","2.3315923885829"
"11609340","4808.75996","1060","560","4.4570261641438"
"11699156","4795.58580","515","227","8.9195460893204"
"14899956","4783.80995","1434","653","3.0365525174703"
"14389592","4777.67935","1043","609","3.4922741633617"
"11702327","4774.17991","1386","534","3.4246377019833"
"15267904","4747.24992","944","372","4.5960663559322"
"12906969","4742.89893","654","266","6.3983632430982"
"11698905","4740.21744","728","351","4.8776443651552"
"11746132","4718.01000","1596","741","2.8427164366374"
"14071334","4706.31000","1375","690","3.2844614264920"
"11606574","4704.78994","1150","670","3.6640075435920"
"11679234","4703.99918","904","35","3.8315227447029"
"15164983","4699.33983","678","395","6.7642898187870"
"11630312","4688.75980","1231","679","3.5320656209283"
"11746133","4681.08999","1577","768","2.9450605860969"
"13797793","4647.31991","1258","451","3.5682243199091"
"11741856","4643.01995","2034","1048","2.2626861569163"
"14388098","4598.45913","770","334","5.2540838304104"
"11654387","4574.04937","697","366","5.7638781280488"
"14383206","4573.39000","2337","1144","1.9516222030981"
"11615002","4559.49996","2881","1264","1.4613432350719"
"11743943","4558.61996","959","353","4.6910531595412"
"11696721","4554.89982","836","373","5.3976681610577"
"11646126","4524.99989","1000","319","4.3807347675351"
"12928446","4496.78999","942","398","4.3256975484558"
"12807633","4491.20999","1193","550","3.4953131963087"
"11741918","4480.70994","1066","599","4.1422158025937"
"11749549","4475.49814","593","344","6.0715664696459"
"12506365","4462.87979","1981","900","1.5359740183679"
"12719231","4458.56988","560","295","7.9080994154676"
"11742721","4432.88951","870","411","4.9814028575548"
"15080720","4430.43977","799","443","5.2317335439698"
"11746247","4422.97999","1627","637","2.6857609349969"
"11601443","4421.36985","984","560","4.3837872012195"
"11639535","4421.17998","1140","644","3.7311296400351"
"13043424","4414.56999","1026","399","4.2377875146199"
"11732181","4413.93992","1079","385","3.7441658681523"
"12889459","4412.30995","1546","607","2.4783452086844"
"12787020","4410.27929","685","230","5.8811179453216"
"11698053","4408.03816","603","364","6.9350193996683"
"11742236","4394.61000","2560","1010","1.7356445854820"
"11697159","4389.21639","439","158","9.6982912414579"
"11708570","4388.32999","1915","732","2.0018720526189"
"11740841","4385.15965","938","466","4.7745237210584"
"11667865","4379.39939","607","299","6.5044618460265"
"11750878","4373.01999","783","510","5.5469910307298"
"12819975","4362.58971","841","392","4.5193133916667"
"11842626","4358.13972","1275","476","2.7046356985063"
"15065937","4338.61983","782","469","5.2663085140665"
"13778462","4338.11000","1541","523","2.6512410656270"
"13789564","4332.08000","1491","489","2.8290664875756"
"15057148","4313.81993","947","448","4.1653826957672"
"11839867","4305.49995","1353","532","3.0393786889793"
"14388197","4257.62675","475","236","8.5065830884211"
"12785613","4252.07909","873","339","2.9996577270905"
"14027227","4249.68996","1330","784","2.9265100191729"
"15107687","4246.86000","1053","605","3.8853276353276"
"11704057","4238.77991","1053","627","3.3569074562738"
"12734565","4237.48972","892","298","4.6177607075822"
"11653168","4233.26000","3200","1501","1.2283364602877"
"11600491","4231.96999","1360","670","2.9998896228845"
"11686438","4218.21995","1028","460","3.8595330598249"
"11738361","4216.83819","586","272","6.7469745427350"
"11688840","4190.40994","530","211","7.8498301320755"
"11753063","4165.97940","1014","368","2.8956602692155"
"11745187","4155.53980","744","295","5.4634410175202"
"13798064","4152.49964","690","251","5.9195647942029"
"11743304","4150.22999","1747","544","2.3404417641997"
"14196408","4146.58994","896","372","4.5042044706704"
"12860218","4143.47911","528","245","6.9477109933078"
"11639439","4141.49997","1055","583","3.8318011942070"
"11605030","4135.38996","1611","883","2.5831175578487"
"11954857","4122.37993","897","413","4.2222209603795"
"14362773","4116.84999","1733","431","2.0899479456333"
"13797908","4106.08999","1023","350","3.7427527690802"
"11634177","4100.51000","845","293","4.6461848341232"
"12734559","4099.67843","928","341","4.3165078953603"
"11633644","4091.17961","779","403","4.7216987161290"
"11743330","4084.92752","602","193","6.7619593011647"
"11703947","4077.22981","906","396","4.5487066921769"
"14410881","4069.19958","673","279","5.7321921614583"
"11635881","4059.45994","834","397","4.4731014958034"
"11749553","4057.80849","612","379","5.2819329885434"
"12858020","4039.83990","1028","387","3.6584809834469"
"11820781","4029.76783","485","314","7.9502170902490"
"12721707","4028.94989","621","295","6.4493171209677"
"11634183","4025.66629","414","148","9.6982192233010"
"13797904","4015.85997","1036","369","3.8047634990347"
"14856715","4013.98988","642","377","5.9282134734375"
"14246997","4012.98924","634","231","5.4962230949367"
"15107685","4002.40000","988","527","3.9389423076923"
"11696755","3992.28999","1023","437","3.8425513172043"
"15145965","3989.29630","421","218","8.5289923741093"
"11695591","3986.18997","771","427","5.0671794752282"
"11727535","3983.10999","1362","652","2.6667266697281"
"11666588","3978.94991","740","429","4.7879963432836"
"15107683","3974.50999","990","567","3.9170246504559"
"12788455","3964.10999","1629","962","2.2388923003686"
"12231805","3947.78998","1018","496","3.6706161848574"
"14410882","3943.58945","644","277","5.6500151319876"
"11600530","3939.64988","830","528","4.2641213893245"
"11603748","3926.54986","845","324","4.4112859408284"
"11746122","3925.28988","959","407","3.8431524848326"
"11681161","3923.40995","1351","694","2.6466699540400"
"11752719","3915.36989","1287","324","2.1208397958037"
"13881131","3914.11749","447","237","8.4730446308725"
"11744852","3910.50986","1341","701","2.5796385442494"
"11653998","3909.89989","664","320","5.7571836521084"
"11749354","3905.20991","901","577","3.7586528061453"
"11742786","3892.03999","2861","1355","1.3631843953901"
"11658144","3891.43997","1080","527","3.2803490801668"
"11842759","3888.73961","568","267","6.4916398765432"
"15673352","3882.99614","406","209","9.2467067376847"
"12493825","3878.64967","699","263","4.8112462141834"
"12218996","3877.54967","578","290","6.3625333853806"
"11750182","3875.40975","755","394","5.1431786778523"
"11606551","3874.96000","804","474","4.0726753839763"
"11743317","3874.54000","973","381","3.9270914696814"
"11606412","3870.26957","668","391","4.8596674081709"
"11648792","3868.67944","610","229","5.8940104590164"
"11668189","3865.00979","822","428","4.4563603892932"
"13008898","3857.50973","1078","323","3.5758912279070"
"11823150","3849.99615","387","11","9.4415490000000"
"11666106","3841.14940","446","284","8.4819838202247"
"11742226","3840.75998","2207","1134","1.7663874675174"
"11744126","3836.43998","833","384","4.3498154753309"
"13904245","3830.78000","1506","367","2.5435462408516"
"11697155","3819.36681","384","158","9.7097228320313"
"11823783","3810.80999","826","396","4.3487151484848"
"14315946","3787.55961","1546","569","1.3842505533981"
"11633466","3786.74900","433","243","8.4481812424942"
"13798062","3779.56985","885","339","4.0979674915158"
"11737695","3776.55996","1139","475","3.2452313884007"
"11693256","3774.99978","825","336","4.3794180696970"
"11894373","3774.29999","803","337","4.4672814680050"
"12889460","3773.10997","1386","573","2.4796170476879"
"13778460","3764.02999","1408","501","2.5994957368608"
"11636950","3761.97989","604","245","6.1355462839404"
"12741451","3761.31997","472","201","7.9539702441614"
"11670825","3752.98916","659","334","3.1166075399543"
"11872780","3752.35992","759","362","4.4939470761873"
"12785669","3750.01998","1246","529","2.7229702532154"
"11658147","3745.31998","1017","537","3.2514562721893"
"11746289","3736.92000","1532","488","2.2800000000000"
"13019940","3731.38999","1354","403","2.2570133722140"
"15065935","3728.95991","665","377","5.4721579040785"
"13999722","3728.05976","609","406","5.9020115181518"
"11698925","3722.29969","922","448","3.3687258749501"
"13881110","3722.08999","966","442","3.7481362344398"
"11746295","3720.96000","1498","520","2.2800000000000"
"11739434","3715.49995","830","498","4.3833090424757"
"11735355","3708.93999","807","397","4.5673089798489"
"12861735","3708.86996","1039","297","3.4044925995491"
"11746194","3701.33994","1017","474","3.4469159916339"
"11732861","3696.30996","1258","538","2.5933910010565"
"11742606","3695.90865","545","271","6.6144869082569"
"11703843","3692.32992","527","303","6.9568189714286"
"12857904","3689.63984","597","275","6.0028306909548"
"11692493","3682.86975","1550","262","1.2702102279554"
"14071333","3678.03999","1081","572","3.2708619068582"
"11620838","3674.52994","890","486","3.9157105146232"
"11659754","3672.66989","1021","488","2.9210738705251"
"14066844","3658.69921","516","197","6.6435292296512"
"11741059","3653.86995","1049","562","2.7350269983317"
"13767671","3646.32999","1284","372","2.2525409820453"
"11635063","3643.64980","485","170","7.3133469008264"
"14417263","3640.05816","380","161","8.8576099144737"
"11744907","3632.50984","749","395","4.7329998265757"
"11823786","3623.79997","803","381","4.2102283001245"
"11674083","3617.01754","436","193","7.3933629994253"
"11645958","3614.52995","1094","344","3.0779334413919"
"12787456","3613.01996","750","290","4.4753003838451"
"12932341","3610.80678","374","167","8.5839823075898"
"14405312","3605.14000","742","309","4.6913667117727"
"15221625","3603.18990","1067","578","2.5540413317669"
"11727614","3602.24989","941","418","3.4910815239362"
"11699918","3589.13999","891","345","3.9535505505618"
"11746302","3581.35998","781","332","4.4225565428937"
"14066848","3574.89826","470","172","7.0297272867804"
"11703689","3569.37951","742","449","3.4720376018893"
"11645956","3568.57000","1085","370","3.2166297322253"
"11742703","3567.04938","532","203","6.5980771077505"
"15016567","3566.03991","604","356","5.8143614593698"
"11741072","3563.85000","1033","406","3.2507662463628"
"11638489","3561.84991","590","227","5.9680531239389"
"11619162","3560.29959","463","212","7.2638462798265"
"11604867","3557.21999","1411","550","2.2259862969525"
"12518569","3551.98985","1565","723","3.5229076506875"
"11951732","3545.99996","423","218","8.4569138277512"
"11954856","3542.18994","773","396","4.1966839119171"
"14106215","3539.33976","553","244","6.1718020849910"
"14509229","3531.09998","1048","425","3.2093588468900"
"14197620","3526.16964","600","326","5.4491037904841"
"12516262","3525.80998","721","330","4.5535968481276"
"11700428","3518.77750","393","211","8.9027417811705"
"11740976","3517.08998","813","527","3.3981280726601"
"11664997","3511.43000","1196","303","2.8585117056856"
"11742550","3508.71849","455","216","7.5228686043956"
"11740756","3507.13000","2842","631","1.0580197322058"
"12222161","3502.59974","568","300","5.9498231007067"
"14388089","3500.13958","672","288","4.5991925084552"
"11664523","3491.19714","396","213","8.6330737689394"
"12878999","3485.55986","722","366","4.3970971354167"
"11735126","3473.57980","1493","600","1.4070588388665"
"11743069","3472.48964","568","205","5.7869073897707"
"11872776","3469.89995","751","323","4.4390235059920"
"14369157","3460.39000","1189","330","2.2478177609428"
"11746234","3453.33959","590","127","5.4861221386054"
"13865048","3450.13994","841","484","3.8035169467066"
"11600422","3445.85989","624","387","5.4199514458805"
"11741780","3445.74998","2543","1265","1.3654627375801"
"11742192","3443.56960","1309","513","1.4206170677998"
"12187229","3436.59995","879","401","3.7309897440273"
"11659746","3434.67992","1058","444","2.5218609601896"
"11702685","3427.93791","401","242","8.5025262030075"
"11654394","3424.34966","559","272","5.3936592087074"
